,,,,,,,
"COUNTY
_CODE","
COUNTY_NAME",CONST_ CODE,"
CONSTITUENCY_NAME",CAW_ CODE,"
CAW_NAME","
VOTERS",NO. OF POLLING STATIONS
16,MACHAKOS,79,KATHIANI,392,UPPER KAEWA/IVETI,13192,27
16,MACHAKOS,79,KATHIANI,393,LOWER KAEWA/KAANI,12605,28
16,MACHAKOS,80,MAVOKO,394,ATHI RIVER,40132,63
16,MACHAKOS,80,MAVOKO,395,KINANIE,12663,24
16,MACHAKOS,80,MAVOKO,396,MUTHWANI,20020,35
16,MACHAKOS,80,MAVOKO,397,SYOKIMAU/MULOLONGO,45365,67
16,MACHAKOS,81,MACHAKOS TOWN,398,KALAMA,16098,35
16,MACHAKOS,81,MACHAKOS TOWN,399,MUA,13992,28
16,MACHAKOS,81,MACHAKOS TOWN,400,MUTITUNI,13453,25
16,MACHAKOS,81,MACHAKOS TOWN,401,MACHAKOS CENTRAL,27204,49
16,MACHAKOS,81,MACHAKOS TOWN,402,MUMBUNI NORTH,12640,22
16,MACHAKOS,81,MACHAKOS TOWN,403,MUVUTI/KIIMA-KIMWE,16057,31
16,MACHAKOS,81,MACHAKOS TOWN,404,KOLA,10433,23
16,MACHAKOS,82,MWALA,405,MBIUNI,15062,36
16,MACHAKOS,82,MWALA,406,MAKUTANO/ MWALA,16061,35
16,MACHAKOS,82,MWALA,407,MASII,16965,41
16,MACHAKOS,82,MWALA,408,MUTHETHENI,11276,33
16,MACHAKOS,82,MWALA,409,WAMUNYU,13202,36
16,MACHAKOS,82,MWALA,410,KIBAUNI,8707,32
17,MAKUENI,83,MBOONI,411,TULIMANI,16904,42
17,MAKUENI,83,MBOONI,412,MBOONI,14825,36
17,MAKUENI,83,MBOONI,413,KITHUNGO/KITUNDU,12359,33
17,MAKUENI,83,MBOONI,414,KITETA/KISAU,17241,46
17,MAKUENI,83,MBOONI,415,WAIA-KAKO,11606,35
17,MAKUENI,83,MBOONI,416,KALAWA,12941,46
,,,,,,,
17,MAKUENI,84,KILOME,417,KASIKEU,20182,45
17,MAKUENI,84,KILOME,418,MUKAA,12674,25
17,MAKUENI,84,KILOME,419,KIIMA KIU/KALANZONI,17376,38
17,MAKUENI,85,KAITI,420,UKIA,19532,47
17,MAKUENI,85,KAITI,421,KEE,10899,28
17,MAKUENI,85,KAITI,422,KILUNGU,15529,36
17,MAKUENI,85,KAITI,423,ILIMA,11992,33
17,MAKUENI,86,MAKUENI,424,WOTE,16690,32
17,MAKUENI,86,MAKUENI,425,MUVAU/KIKUUMINI,12102,27
17,MAKUENI,86,MAKUENI,426,MAVINDINI,9867,29
17,MAKUENI,86,MAKUENI,427,KITISE/KITHUKI,10353,31
17,MAKUENI,86,MAKUENI,428,KATHONZWENI,12781,36
17,MAKUENI,86,MAKUENI,429,NZAUI/KILILI/KALAMBA,16324,37
17,MAKUENI,86,MAKUENI,430,MBITINI,12700,33
17,MAKUENI,87,KIBWEZI WEST,431,MAKINDU,20432,51
17,MAKUENI,87,KIBWEZI WEST,432,NGUUMO,12362,33
17,MAKUENI,87,KIBWEZI WEST,433,KIKUMBULYU NORTH,8736,22
17,MAKUENI,87,KIBWEZI WEST,434,KIKUMBULYU SOUTH,12610,24
17,MAKUENI,87,KIBWEZI WEST,435,NGUU/MASUMBA,11256,34
17,MAKUENI,87,KIBWEZI WEST,436,EMALI/MULALA,15409,30
17,MAKUENI,88,KIBWEZI EAST,437,MASONGALENI,12954,37
17,MAKUENI,88,KIBWEZI EAST,438,MTITO ANDEI,15512,42
17,MAKUENI,88,KIBWEZI EAST,439,THANGE,15390,35
17,MAKUENI,88,KIBWEZI EAST,440,IVINGONI/NZAMBANI,13772,37
18,NYANDARUA,89,KINANGOP,441,ENGINEER,14857,26
18,NYANDARUA,89,KINANGOP,442,GATHARA,16919,32
18,NYANDARUA,89,KINANGOP,443,NORTH KINANGOP,10484,19
18,NYANDARUA,89,KINANGOP,444,MURUNGARU,15210,31
,,,,,,,
18,NYANDARUA,89,KINANGOP,445,NJABINI\KIBURU,12075,24
18,NYANDARUA,89,KINANGOP,446,NYAKIO,14575,26
18,NYANDARUA,89,KINANGOP,447,GITHABAI,10742,23
18,NYANDARUA,89,KINANGOP,448,MAGUMU,14379,25
18,NYANDARUA,90,KIPIPIRI,449,WANJOHI,16277,34
18,NYANDARUA,90,KIPIPIRI,450,KIPIPIRI,13125,29
18,NYANDARUA,90,KIPIPIRI,451,GETA,10295,21
18,NYANDARUA,90,KIPIPIRI,452,GITHIORO,10719,23
18,NYANDARUA,91,OL KALOU,453,KARAU,12747,25
18,NYANDARUA,91,OL KALOU,454,KANJUIRI RANGE,14965,30
18,NYANDARUA,91,OL KALOU,455,MIRANGINE,14194,24
18,NYANDARUA,91,OL KALOU,456,KAIMBAGA,12305,21
18,NYANDARUA,91,OL KALOU,457,RURII,14165,26
18,NYANDARUA,92,OL JOROK,458,GATHANJI,11938,22
18,NYANDARUA,92,OL JOROK,459,GATIMU,13812,24
18,NYANDARUA,92,OL JOROK,460,WERU,16719,31
18,NYANDARUA,92,OL JOROK,461,CHARAGITA,12301,25
18,NYANDARUA,93,NDARAGWA,462,LESHAU/PONDO,12542,27
18,NYANDARUA,93,NDARAGWA,463,KIRIITA,12057,22
18,NYANDARUA,93,NDARAGWA,464,CENTRAL,16388,37
18,NYANDARUA,93,NDARAGWA,465,SHAMATA,11844,27
19,NYERI,94,TETU,466,DEDAN KIMANTHI,13487,31
19,NYERI,94,TETU,467,WAMAGANA,21035,41
19,NYERI,94,TETU,468,AGUTHI-GAAKI,17194,36
19,NYERI,95,KIENI,469,MWEIGA,10816,23
19,NYERI,95,KIENI,470,NAROMORU KIAMATHAGA,17330,33
19,NYERI,95,KIENI,471,MWIYOGO/ENDARASHA,12054,26
19,NYERI,95,KIENI,472,MUGUNDA,15491,35
,,,,,,,
19,NYERI,95,KIENI,473,GATARAKWA,11616,25
19,NYERI,95,KIENI,474,THEGU RIVER,15365,32
19,NYERI,95,KIENI,475,KABARU,12776,25
19,NYERI,95,KIENI,476,GAKAWA,13553,28
19,NYERI,96,MATHIRA,477,RUGURU,14014,26
19,NYERI,96,MATHIRA,478,MAGUTU,12737,24
19,NYERI,96,MATHIRA,479,IRIAINI,17093,33
19,NYERI,96,MATHIRA,480,KONYU,12646,25
19,NYERI,96,MATHIRA,481,KIRIMUKUYU,17430,35
19,NYERI,96,MATHIRA,482,KARATINA TOWN,25576,47
19,NYERI,97,OTHAYA,483,MAHIGA,14028,33
19,NYERI,97,OTHAYA,484,IRIA-INI,18313,38
19,NYERI,97,OTHAYA,485,CHINGA,14716,32
19,NYERI,97,OTHAYA,486,KARIMA,11509,26
19,NYERI,98,MUKURWEINI,487,GIKONDI,12098,25
19,NYERI,98,MUKURWEINI,488,RUGI,13227,27
19,NYERI,98,MUKURWEINI,489,MUKURWE-INI WEST,12175,24
19,NYERI,98,MUKURWEINI,490,MUKURWE-INI CENTRAL,17810,35
19,NYERI,99,NYERI TOWN,491,KIGANJO/MATHARI,15226,32
19,NYERI,99,NYERI TOWN,492,RWARE,28325,47
19,NYERI,99,NYERI TOWN,493,GATITU/MURUGURU,10526,21
19,NYERI,99,NYERI TOWN,494,RURING'U,12936,24
19,NYERI,99,NYERI TOWN,495,KAMAKWA/MUKARO,15847,28
20,KIRINYAGA,100,MWEA,496,MUTITHI,17950,33
20,KIRINYAGA,100,MWEA,497,KANGAI,11653,20
20,KIRINYAGA,100,MWEA,498,THIBA,14119,24
20,KIRINYAGA,100,MWEA,499,WAMUMU,11426,20
20,KIRINYAGA,100,MWEA,500,NYANGATI,15901,30
,,,,,,,
20,KIRINYAGA,100,MWEA,501,MURINDUKO,17492,35
20,KIRINYAGA,100,MWEA,502,GATHIGIRIRI,10746,21
20,KIRINYAGA,100,MWEA,503,TEBERE,23093,39
20,KIRINYAGA,101,GICHUGU,504,KABARE,25588,50
20,KIRINYAGA,101,GICHUGU,505,BARAGWI,14734,26
20,KIRINYAGA,101,GICHUGU,506,NJUKIINI,15073,30
20,KIRINYAGA,101,GICHUGU,507,NGARIAMA,13046,27
20,KIRINYAGA,101,GICHUGU,508,KARUMANDI,16911,35
20,KIRINYAGA,102,NDIA,509,MUKURE,20802,42
20,KIRINYAGA,102,NDIA,510,KIINE,26668,52
20,KIRINYAGA,102,NDIA,511,KARITI,18613,35
20,KIRINYAGA,103,KIRINYAGA CENTRAL,512,MUTIRA,17017,31
20,KIRINYAGA,103,KIRINYAGA CENTRAL,513,KANYEKINI,19643,36
20,KIRINYAGA,103,KIRINYAGA CENTRAL,514,KERUGOYA,23363,42
20,KIRINYAGA,103,KIRINYAGA CENTRAL,515,INOI,15998,31
21,MURANG'A,104,KANGEMA,516,KANYENYA-INI,14642,27
21,MURANG'A,104,KANGEMA,517,MUGURU,22124,42
21,MURANG'A,104,KANGEMA,518,RWATHIA,11964,22
21,MURANG'A,105,MATHIOYA,519,GITUGI,19723,39
21,MURANG'A,105,MATHIOYA,520,KIRU,20785,43
21,MURANG'A,105,MATHIOYA,521,KAMACHARIA,14432,28
21,MURANG'A,106,KIHARU,522,WANGU,17070,31
21,MURANG'A,106,KIHARU,523,MUGOIRI,18456,38
21,MURANG'A,106,KIHARU,524,MBIRI,19360,36
21,MURANG'A,106,KIHARU,525,TOWNSHIP,22990,38
21,MURANG'A,106,KIHARU,526,MURARANDIA,17550,32
21,MURANG'A,106,KIHARU,527,GATURI,18834,37
21,MURANG'A,107,KIGUMO,528,KAHUMBU,10991,24
,,,,,,,
21,MURANG'A,107,KIGUMO,529,MUTHITHI,14208,28
21,MURANG'A,107,KIGUMO,530,KIGUMO,14953,27
21,MURANG'A,107,KIGUMO,531,KANGARI,20558,37
21,MURANG'A,107,KIGUMO,532,KINYONA,17771,34
21,MURANG'A,108,MARAGWA,533,KIMORORI/WEMPA,23830,42
21,MURANG'A,108,MARAGWA,534,MAKUYU,15794,30
21,MURANG'A,108,MARAGWA,535,KAMBITI,12620,28
21,MURANG'A,108,MARAGWA,536,KAMAHUHA,15499,29
21,MURANG'A,108,MARAGWA,537,ICHAGAKI,12874,23
21,MURANG'A,108,MARAGWA,538,NGINDA,15461,30
21,MURANG'A,109,KANDARA,539,NG'ARARIA,12391,23
21,MURANG'A,109,KANDARA,540,MURUKA,15095,28
21,MURANG'A,109,KANDARA,541,KAGUNDU-INI,18237,33
21,MURANG'A,109,KANDARA,542,GAICHANJIRU,15616,30
21,MURANG'A,109,KANDARA,543,ITHIRU,16703,33
21,MURANG'A,109,KANDARA,544,RUCHU,20591,42
21,MURANG'A,110,GATANGA,545,ITHANGA,10837,21
21,MURANG'A,110,GATANGA,546,KAKUZI/MITUBIRI,14630,32
21,MURANG'A,110,GATANGA,547,MUGUMO-INI,12891,30
21,MURANG'A,110,GATANGA,548,KIHUMBU-INI,16432,33
21,MURANG'A,110,GATANGA,549,GATANGA,15942,31
21,MURANG'A,110,GATANGA,550,KARIARA,25272,50
22,KIAMBU,111,GATUNDU SOUTH,551,KIAMWANGI,13053,24
22,KIAMBU,111,GATUNDU SOUTH,552,KIGANJO,18067,35
22,KIAMBU,111,GATUNDU SOUTH,553,NDARUGU,13671,26
22,KIAMBU,111,GATUNDU SOUTH,554,NGENDA,31067,55
22,KIAMBU,112,GATUNDU NORTH,555,GITUAMBA,18518,34
22,KIAMBU,112,GATUNDU NORTH,556,GITHOBOKONI,13846,29
,,,,,,,
22,KIAMBU,112,GATUNDU NORTH,557,CHANIA,17196,31
22,KIAMBU,112,GATUNDU NORTH,558,MANG'U,18038,32
22,KIAMBU,113,JUJA,559,MURERA,15146,27
22,KIAMBU,113,JUJA,560,THETA,26648,40
22,KIAMBU,113,JUJA,561,JUJA,32063,52
22,KIAMBU,113,JUJA,562,WITEITHIE,22110,35
22,KIAMBU,113,JUJA,563,KALIMONI,18794,30
22,KIAMBU,114,THIKA TOWN,564,TOWNSHIP,42807,67
22,KIAMBU,114,THIKA TOWN,565,KAMENU,51497,77
22,KIAMBU,114,THIKA TOWN,566,HOSPITAL,32284,51
22,KIAMBU,114,THIKA TOWN,567,GATUANYAGA,11462,20
22,KIAMBU,114,THIKA TOWN,568,NGOLIBA,9273,15
22,KIAMBU,115,RUIRU,569,GITOTHUA,13960,23
22,KIAMBU,115,RUIRU,570,BIASHARA,37686,56
22,KIAMBU,115,RUIRU,571,GATONGORA,13278,21
22,KIAMBU,115,RUIRU,572,KAHAWA SUKARI,10458,16
22,KIAMBU,115,RUIRU,573,KAHAWA WENDANI,15928,24
22,KIAMBU,115,RUIRU,574,KIUU,23758,35
22,KIAMBU,115,RUIRU,575,MWIKI,31867,47
22,KIAMBU,115,RUIRU,576,MWIHOKO,12402,18
22,KIAMBU,116,GITHUNGURI,577,GITHUNGURI,25756,42
22,KIAMBU,116,GITHUNGURI,578,GITHIGA,19704,35
22,KIAMBU,116,GITHUNGURI,579,IKINU,16576,28
22,KIAMBU,116,GITHUNGURI,580,NGEWA,17841,32
22,KIAMBU,116,GITHUNGURI,581,KOMOTHAI,19507,37
22,KIAMBU,117,KIAMBU,582,TING'ANG'A,13404,25
22,KIAMBU,117,KIAMBU,583,NDUMBERI,20691,33
22,KIAMBU,117,KIAMBU,584,RIABAI,14418,24
,,,,,,,
22,KIAMBU,117,KIAMBU,585,TOWNSHIP,32217,50
22,KIAMBU,118,KIAMBAA,586,CIANDA,11002,20
22,KIAMBU,118,KIAMBAA,587,KARURI,21634,35
22,KIAMBU,118,KIAMBAA,588,NDENDERU,26974,42
22,KIAMBU,118,KIAMBAA,589,MUCHATHA,17472,29
22,KIAMBU,118,KIAMBAA,590,KIHARA,18331,28
22,KIAMBU,119,KABETE,591,GITARU,17346,28
22,KIAMBU,119,KABETE,592,MUGUGA,18367,29
22,KIAMBU,119,KABETE,593,NYADHUNA,20183,35
22,KIAMBU,119,KABETE,594,KABETE,18938,31
22,KIAMBU,119,KABETE,595,UTHIRU,10612,16
22,KIAMBU,120,KIKUYU,596,KARAI,14530,25
22,KIAMBU,120,KIKUYU,597,NACHU,12671,23
22,KIAMBU,120,KIKUYU,598,SIGONA,18203,29
22,KIAMBU,120,KIKUYU,599,KIKUYU,28120,45
22,KIAMBU,120,KIKUYU,600,KINOO,17633,27
22,KIAMBU,121,LIMURU,601,BIBIRIONI,13020,23
22,KIAMBU,121,LIMURU,602,LIMURU CENTRAL,25116,43
22,KIAMBU,121,LIMURU,603,NDEIYA,15962,29
22,KIAMBU,121,LIMURU,604,LIMURU EAST,16012,29
22,KIAMBU,121,LIMURU,605,NGECHA TIGONI,17148,29
22,KIAMBU,122,LARI,606,KINALE,15532,28
22,KIAMBU,122,LARI,607,KIJABE,17780,32
22,KIAMBU,122,LARI,608,NYANDUMA,13853,27
22,KIAMBU,122,LARI,609,KAMBURU,11641,22
22,KIAMBU,122,LARI,610,LARI/KIRENGA,17849,33
23,TURKANA,123,TURKANA NORTH,611,KAERIS,5158,13
23,TURKANA,123,TURKANA NORTH,612,LAKE ZONE,8772,28
,,,,,,,
23,TURKANA,123,TURKANA NORTH,613,LAPUR,5826,26
23,TURKANA,123,TURKANA NORTH,614,KAALENG/KAIKOR,6794,21
23,TURKANA,123,TURKANA NORTH,615,KIBISH,3085,10
23,TURKANA,123,TURKANA NORTH,616,NAKALALE,4373,19
23,TURKANA,124,TURKANA WEST,617,KAKUMA,10342,25
23,TURKANA,124,TURKANA WEST,618,LOPUR,3752,11
23,TURKANA,124,TURKANA WEST,619,LETEA,3423,16
23,TURKANA,124,TURKANA WEST,620,SONGOT,2888,11
23,TURKANA,124,TURKANA WEST,621,KALOBEYEI,3712,13
23,TURKANA,124,TURKANA WEST,622,LOKICHOGGIO,4718,13
23,TURKANA,124,TURKANA WEST,623,NANAAM,2581,11
23,TURKANA,125,TURKANA CENTRAL,624,KERIO DELTA,9087,36
23,TURKANA,125,TURKANA CENTRAL,625,KANG'ATOTHA,6242,26
23,TURKANA,125,TURKANA CENTRAL,626,KALOKOL,7570,24
23,TURKANA,125,TURKANA CENTRAL,627,LODWAR TOWNSHIP,15532,34
23,TURKANA,125,TURKANA CENTRAL,628,KANAMKEMER,9435,20
23,TURKANA,126,LOIMA,629,KOTARUK/LOBEI,5963,19
23,TURKANA,126,LOIMA,630,TURKWEL,16125,58
23,TURKANA,126,LOIMA,631,LOIMA,3469,10
23,TURKANA,126,LOIMA,632,LOKIRIAMA/LORENGIPPI,3546,22
23,TURKANA,127,TURKANA SOUTH,633,KAPUTIR,3398,14
23,TURKANA,127,TURKANA SOUTH,634,KATILU,11774,29
23,TURKANA,127,TURKANA SOUTH,635,LOBOKAT,2770,6
23,TURKANA,127,TURKANA SOUTH,636,KALAPATA,3310,16
23,TURKANA,127,TURKANA SOUTH,637,LOKICHAR,12170,42
23,TURKANA,128,TURKANA EAST,638,KAPEDO/NAPEITOM,2880,32
23,TURKANA,128,TURKANA EAST,639,KATILIA,4989,17
23,TURKANA,128,TURKANA EAST,640,LOKORI/KOCHODIN,7751,22
,,,,,,,
24,WEST POKOT,129,KAPENGURIA,641,RIWO,10990,50
24,WEST POKOT,129,KAPENGURIA,642,KAPENGURIA,10207,32
24,WEST POKOT,129,KAPENGURIA,643,MNAGEI,15354,36
24,WEST POKOT,129,KAPENGURIA,644,SIYOI,6757,16
24,WEST POKOT,129,KAPENGURIA,645,ENDUGH,7072,32
24,WEST POKOT,129,KAPENGURIA,646,SOOK,5221,28
24,WEST POKOT,130,SIGOR,647,SEKERR,7524,27
24,WEST POKOT,130,SIGOR,648,MASOOL,4966,16
24,WEST POKOT,130,SIGOR,649,LOMUT,10079,43
24,WEST POKOT,130,SIGOR,650,WEIWEI,11360,40
24,WEST POKOT,131,KACHELIBA,651,SUAM,6289,28
24,WEST POKOT,131,KACHELIBA,652,KODICH,7065,26
24,WEST POKOT,131,KACHELIBA,653,KASEI,6222,32
24,WEST POKOT,131,KACHELIBA,654,KAPCHOK,6138,19
24,WEST POKOT,131,KACHELIBA,655,KIWAWA,7354,33
24,WEST POKOT,131,KACHELIBA,656,ALALE,9564,49
24,WEST POKOT,132,POKOT SOUTH,657,CHEPARERIA,15345,65
24,WEST POKOT,132,POKOT SOUTH,658,BATEI,10691,38
24,WEST POKOT,132,POKOT SOUTH,659,LELAN,12425,65
24,WEST POKOT,132,POKOT SOUTH,660,TAPACH,9609,37
25,SAMBURU,133,SAMBURU WEST,661,LODOKEJEK,6109,21
25,SAMBURU,133,SAMBURU WEST,662,SUGUTA MARMAR,5683,15
25,SAMBURU,133,SAMBURU WEST,663,MARALAL,15535,42
25,SAMBURU,133,SAMBURU WEST,664,LOOSUK,4309,11
25,SAMBURU,133,SAMBURU WEST,665,PORO,4467,12
25,SAMBURU,134,SAMBURU NORTH,666,EL-BARTA,4583,16
25,SAMBURU,134,SAMBURU NORTH,667,NACHOLA,2776,12
25,SAMBURU,134,SAMBURU NORTH,668,NDOTO,5106,19
,,,,,,,
25,SAMBURU,134,SAMBURU NORTH,669,NYIRO,5069,19
25,SAMBURU,134,SAMBURU NORTH,670,ANGATA NANYOKIE,3523,12
25,SAMBURU,134,SAMBURU NORTH,671,BAAWA,3531,12
25,SAMBURU,135,SAMBURU EAST,672,WASO,5293,21
25,SAMBURU,135,SAMBURU EAST,673,WAMBA WEST,5809,27
25,SAMBURU,135,SAMBURU EAST,674,WAMBA EAST,6481,21
25,SAMBURU,135,SAMBURU EAST,675,WAMBA NORTH,4513,24
26,TRANS NZOIA,136,KWANZA,676,KAPOMBOI,19177,37
26,TRANS NZOIA,136,KWANZA,677,KWANZA,18105,35
26,TRANS NZOIA,136,KWANZA,678,KEIYO,12603,26
26,TRANS NZOIA,136,KWANZA,679,BIDII,15758,26
26,TRANS NZOIA,137,ENDEBESS,680,CHEPCHOINA,15679,34
26,TRANS NZOIA,137,ENDEBESS,681,ENDEBESS,13846,25
26,TRANS NZOIA,137,ENDEBESS,682,MATUMBEI,13664,27
26,TRANS NZOIA,138,SABOTI,683,KINYORO,15563,30
26,TRANS NZOIA,138,SABOTI,684,MATISI,22738,38
26,TRANS NZOIA,138,SABOTI,685,TUWANI,18519,29
26,TRANS NZOIA,138,SABOTI,686,SABOTI,12451,23
26,TRANS NZOIA,138,SABOTI,687,MACHEWA,7531,15
26,TRANS NZOIA,139,KIMININI,688,KIMININI,14145,26
26,TRANS NZOIA,139,KIMININI,689,WAITALUK,15700,26
26,TRANS NZOIA,139,KIMININI,690,SIRENDE,10692,20
26,TRANS NZOIA,139,KIMININI,691,HOSPITAL,12330,23
26,TRANS NZOIA,139,KIMININI,692,SIKHENDU,9254,16
26,TRANS NZOIA,139,KIMININI,693,NABISWA,15361,26
26,TRANS NZOIA,140,CHERANGANY,694,SINYERERE,9872,20
26,TRANS NZOIA,140,CHERANGANY,695,MAKUTANO,8134,16
26,TRANS NZOIA,140,CHERANGANY,696,KAPLAMAI,11132,23
,,,,,,,
26,TRANS NZOIA,140,CHERANGANY,697,MOTOSIET,13146,26
26,TRANS NZOIA,140,CHERANGANY,698,CHERANGANY/SUWERWA,13136,29
26,TRANS NZOIA,140,CHERANGANY,699,CHEPSIRO/KIPTOROR,9462,21
26,TRANS NZOIA,140,CHERANGANY,700,SITATUNGA,11624,22
27,UASIN GISHU,141,SOY,701,MOI'S BRIDGE,11817,19
27,UASIN GISHU,141,SOY,702,KAPKURES,8060,15
27,UASIN GISHU,141,SOY,703,ZIWA,15298,32
27,UASIN GISHU,141,SOY,704,SEGERO/BARSOMBE,11894,25
27,UASIN GISHU,141,SOY,705,KIPSOMBA,8702,19
27,UASIN GISHU,141,SOY,706,SOY,9933,19
27,UASIN GISHU,141,SOY,707,KUINET/KAPSUSWA,16163,30
27,UASIN GISHU,142,TURBO,708,NGENYILEL,11743,25
27,UASIN GISHU,142,TURBO,709,TAPSAGOI,14384,29
27,UASIN GISHU,142,TURBO,710,KAMAGUT,14328,27
27,UASIN GISHU,142,TURBO,711,KIPLOMBE,24573,42
27,UASIN GISHU,142,TURBO,712,KAPSAOS,14553,23
27,UASIN GISHU,142,TURBO,713,HURUMA,31270,47
27,UASIN GISHU,143,MOIBEN,714,TEMBELIO,13126,31
27,UASIN GISHU,143,MOIBEN,715,SERGOIT,8864,20
27,UASIN GISHU,143,MOIBEN,716,KARUNA/MEIBEKI,10888,26
27,UASIN GISHU,143,MOIBEN,717,MOIBEN,12266,28
27,UASIN GISHU,143,MOIBEN,718,KIMUMU,23678,40
27,UASIN GISHU,144,AINABKOI,719,KAPSOYA,21103,34
27,UASIN GISHU,144,AINABKOI,720,KAPTAGAT,16584,40
27,UASIN GISHU,144,AINABKOI,721,AINABKOI/OLARE,17110,39
27,UASIN GISHU,145,KAPSERET,722,SIMAT/KAPSERET,12343,25
27,UASIN GISHU,145,KAPSERET,723,KIPKENYO,13851,22
27,UASIN GISHU,145,KAPSERET,724,NGERIA,9374,19
,,,,,,,
27,UASIN GISHU,145,KAPSERET,725,MEGUN,6958,15
27,UASIN GISHU,145,KAPSERET,726,LANGAS,24056,38
27,UASIN GISHU,146,KESSES,727,RACECOURSE,17396,28
27,UASIN GISHU,146,KESSES,728,CHEPTIRET/KIPCHAMO,14098,31
27,UASIN GISHU,146,KESSES,729,TULWET/CHUIYAT,17525,41
27,UASIN GISHU,146,KESSES,730,TARAKWA,18117,39
28,ELGEYO/MARAKWET,147,MARAKWET EAST,731,KAPYEGO,6678,26
28,ELGEYO/MARAKWET,147,MARAKWET EAST,732,SAMBIRIR,11399,48
28,ELGEYO/MARAKWET,147,MARAKWET EAST,733,ENDO,11880,42
28,ELGEYO/MARAKWET,147,MARAKWET EAST,734,EMBOBUT / EMBULOT,6471,26
28,ELGEYO/MARAKWET,148,MARAKWET WEST,735,LELAN,8366,29
28,ELGEYO/MARAKWET,148,MARAKWET WEST,736,SENGWER,8301,18
28,ELGEYO/MARAKWET,148,MARAKWET WEST,737,CHERANG'ANY/CHEBORORWA,7883,24
28,ELGEYO/MARAKWET,148,MARAKWET WEST,738,MOIBEN/KUSERWO,9085,25
28,ELGEYO/MARAKWET,148,MARAKWET WEST,739,KAPSOWAR,10975,28
28,ELGEYO/MARAKWET,148,MARAKWET WEST,740,ARROR,4209,11
28,ELGEYO/MARAKWET,149,KEIYO NORTH,741,EMSOO,5334,19
28,ELGEYO/MARAKWET,149,KEIYO NORTH,742,KAMARINY,14746,31
28,ELGEYO/MARAKWET,149,KEIYO NORTH,743,KAPCHEMUTWA,13216,30
28,ELGEYO/MARAKWET,149,KEIYO NORTH,744,TAMBACH,8071,23
28,ELGEYO/MARAKWET,150,KEIYO SOUTH,745,KAPTARAKWA,9179,22
28,ELGEYO/MARAKWET,150,KEIYO SOUTH,746,CHEPKORIO,12320,30
28,ELGEYO/MARAKWET,150,KEIYO SOUTH,747,SOY NORTH,7893,23
28,ELGEYO/MARAKWET,150,KEIYO SOUTH,748,SOY SOUTH,9065,32
28,ELGEYO/MARAKWET,150,KEIYO SOUTH,749,KABIEMIT,8793,25
28,ELGEYO/MARAKWET,150,KEIYO SOUTH,750,METKEI,6800,17
29,NANDI,151,TINDERET,751,SONGHOR/SOBA,16475,39
29,NANDI,151,TINDERET,752,TINDIRET,12253,31
,,,,,,,
29,NANDI,151,TINDERET,753,CHEMELIL/CHEMASE,6944,17
29,NANDI,151,TINDERET,754,KAPSIMOTWO,8299,23
29,NANDI,152,ALDAI,755,KABWARENG,9348,23
29,NANDI,152,ALDAI,756,TERIK,7593,26
29,NANDI,152,ALDAI,757,KEMELOI-MARABA,14101,37
29,NANDI,152,ALDAI,758,KOBUJOI,12063,28
29,NANDI,152,ALDAI,759,KAPTUMO-KABOI,12242,26
29,NANDI,152,ALDAI,760,KOYO-NDURIO,10519,30
29,NANDI,153,NANDI HILLS,761,NANDI HILLS,16371,35
29,NANDI,153,NANDI HILLS,762,CHEPKUNYUK,17694,44
29,NANDI,153,NANDI HILLS,763,OL'LESSOS,9892,22
29,NANDI,153,NANDI HILLS,764,KAPCHORUA,7436,20
29,NANDI,154,CHESUMEI,765,CHEMUNDU/KAPNG'ETUNY,12329,26
29,NANDI,154,CHESUMEI,766,KOSIRAI,13352,30
29,NANDI,154,CHESUMEI,767,LELMOKWO/NGECHEK,12126,25
29,NANDI,154,CHESUMEI,768,KAPTEL/KAMOIYWO,15688,34
29,NANDI,154,CHESUMEI,769,KIPTUYA,8804,17
29,NANDI,155,EMGWEN,770,CHEPKUMIA,8326,16
29,NANDI,155,EMGWEN,771,KAPKANGANI,8435,18
29,NANDI,155,EMGWEN,772,KAPSABET,17152,32
29,NANDI,155,EMGWEN,773,KILIBWONI,24639,54
29,NANDI,156,MOSOP,774,CHEPTERWAI,8335,23
29,NANDI,156,MOSOP,775,KIPKAREN,9594,20
29,NANDI,156,MOSOP,776,KURGUNG/SURUNGAI,8751,22
29,NANDI,156,MOSOP,777,KABIYET,10096,19
29,NANDI,156,MOSOP,778,NDALAT,9019,19
29,NANDI,156,MOSOP,779,KABISAGA,9442,21
29,NANDI,156,MOSOP,780,SANGALO/KEBULONIK,8689,19
,,,,,,,
30,BARINGO,157,TIATY,781,TIRIOKO,4958,22
30,BARINGO,157,TIATY,782,KOLOWA,5657,23
30,BARINGO,157,TIATY,783,RIBKWO,4050,29
30,BARINGO,157,TIATY,784,SILALE,2280,14
30,BARINGO,157,TIATY,785,LOIYAMOROCK,2848,14
30,BARINGO,157,TIATY,786,TANGULBEI/KOROSSI,4946,22
30,BARINGO,157,TIATY,787,CHURO/AMAYA,4177,19
30,BARINGO,158,BARINGO NORTH,788,BARWESSA,10484,45
30,BARINGO,158,BARINGO NORTH,789,KABARTONJO,9713,29
30,BARINGO,158,BARINGO NORTH,790,SAIMO/KIPSARAMAN,10149,29
30,BARINGO,158,BARINGO NORTH,791,SAIMO/SOI,7001,37
